user_id,book_id,rating
202728,7535,9
75902,42268,0
177080,4000,3
60352,73793,10
57539,30391,0
28939,57359,1
43397,4199,9
9018,77653,10
255451,84231,9
6221,40890,6
71593,81097,2
277771,37352,10
131285,64188,7
17425,55947,6
196269,62926,2
63835,33011,4
135130,47734,10
208867,39093,7
43822,63787,9
160692,28587,4
201313,45608,1
182978,47093,0
259849,2308,10
194165,49821,10
180848,43164,1
217187,39014,6
161302,60828,10
9400,43206,9
88827,81852,3
54006,83503,3
225715,42066,6
70829,75356,10
18438,83505,2
111650,1815,7
109900,20365,1
239584,6552,7
176236,38451,0
134041,42476,6
253081,65314,0
184536,2404,8
187991,64342,1
178754,4948,3
198959,68395,2
95748,26518,4
40593,5194,8
156633,53118,7
256149,51732,3
144307,76377,10
219194,40766,10
175623,27422,1
72929,22964,4
118409,74184,1
267093,3065,9
64131,32349,0
30953,2832,5
278363,61585,7
274810,69570,10
229455,38776,9
118813,45478,5
165143,13636,7
175807,27947,3
180653,75801,2
94857,69632,3
99454,50692,4
207059,27447,9
154169,7800,10
183523,79576,7
124303,35854,1
201113,62340,6
176502,69883,1
166111,78663,8
27695,55447,1
249458,36268,4
230122,2919,1
187608,58298,2
101930,32407,4
214359,9266,8
114882,41538,0
198103,75833,5
108353,16278,1
124126,46569,10
277902,72568,7
87966,31462,2
197702,65121,0
257535,20088,6
87680,66395,6
251664,17030,3
242133,33039,5
17602,19563,6
194570,85332,5
58219,18352,7
164435,84085,10
164613,76436,7
148585,78806,2
106754,30496,0
209070,79165,10
18925,14260,1
13832,41269,10
85494,78181,3
196866,46256,7
20651,40812,8
195307,43307,9
209399,12610,7
236100,21138,10
177302,78830,1
164682,20576,6
159288,27805,8
118831,26177,3
49664,50319,10
126947,6412,8
138601,75219,0
131482,77563,0
50814,67721,7
52542,20468,7
232976,32162,3
224417,77782,10
143497,73843,8
11466,52740,1
273966,67137,1
199231,53071,8
32238,34755,5
245920,32398,0
166270,49827,8
60416,37846,10
274378,6470,9
45462,71955,1
191501,77207,9
106543,20942,0
56198,40623,1
3989,30265,0
230481,7690,8
189210,61975,7
107930,2036,10
54071,4316,1
160555,50973,5
43735,66807,2
15708,3168,9
100682,55702,6
203014,74158,6
137023,58935,0
237465,4207,8
123039,24068,5
269530,62199,5
54900,17952,4
138948,27845,7
40672,56433,3
231136,10845,3
151373,11616,8
206705,70400,1
38815,56393,9
270148,68401,3
259842,41763,1
144994,18626,3
237119,18691,6
114402,81534,5
209376,41265,0
89224,1293,4
101599,59880,10
110890,30690,10
189723,15439,4
200532,31473,9
57017,31306,0
157803,17737,5
264337,52650,1
52254,68848,9
49675,34,3
269778,15774,9
92018,61752,3
141469,53147,6
111954,48553,1
240438,28962,10
134942,42274,1
167323,33441,8
215752,54815,4
130144,79199,7
216592,75423,2
224131,32125,9
82015,58230,8
185662,21502,7
50037,12021,5
166010,65792,10
97359,72292,5
217462,82432,1
257168,13920,2
176371,46882,2
135506,28800,10
245770,59346,8
207104,2798,7
170780,65869,8
176301,2130,10
79849,62650,3
108868,65357,10
193349,64781,1
242587,17362,3
156212,72623,4
193984,43131,6
57657,16906,4
203563,58533,8
159063,28779,5
237489,70476,3
269397,72941,3
160736,9687,5
235414,38065,4
139824,29669,6
117987,28124,5
267162,74631,2
203210,24906,4
14790,64522,7
99219,17856,2
102221,56520,2
103381,42133,8
98517,39949,7
254199,71581,7
213231,33179,4
188414,9689,2
101029,19284,4
248716,63322,0
71258,84963,2
276215,73251,7
157418,71025,8
256694,23610,5
95370,14013,5
72728,28523,2
241955,59174,6
225248,51262,4
3950,23219,9
55434,58830,6
170189,46542,10
20557,51137,4
258940,58098,1
127864,44802,6
52789,11097,9
185513,57,0
23823,28395,0
158389,73293,3
148412,17190,2
85865,14241,10
184025,17178,3
168184,5058,5
70034,56383,6
169307,1807,7
33717,4724,6
209819,33164,9
186630,71183,4
263112,69902,3
161930,15262,9
264897,50760,4
21710,33299,3
4212,27235,2
245565,8051,4
166213,40481,9
204216,469,8
271284,41249,2
58827,80724,5
103472,56202,10
125350,72965,9
234398,64998,6
59522,56840,2
75759,15549,7
145158,55484,2
145571,63891,5
257553,50274,1
210605,58111,1
268603,39626,5
246266,2691,6
210720,85213,3
216165,58401,3
98155,43896,9
271275,70687,0
48815,67841,10
154985,24960,3
51084,51563,7
55835,72632,9
101417,74833,7
242298,21068,6
207615,42861,5
71158,64255,10
200163,60816,5
199876,7148,9
42529,74667,5
79026,5517,8
57816,58850,6
256738,65015,6
213109,1123,3
167258,25078,10
131922,17841,4
172052,69763,9
164688,84176,8
15859,45936,4
196207,50436,3
64278,36739,5
170003,69201,0
141180,64337,5
200367,1872,4
172584,72035,10
99977,23528,10
245398,81604,1
206728,45121,4
180873,32797,10
66680,79060,8
129905,51808,10
12109,76500,3
273808,45958,4
111093,53438,2
148736,22019,5
185886,61424,10
109439,17809,1
75832,1223,5
19663,55531,7
191707,10113,1
73237,80182,5
79978,54168,9
11657,28216,6
225303,8520,4
253433,12449,3
88946,30811,5
71708,36018,1
193585,9597,0
86036,8137,3
254714,7833,0
191368,78617,7
5869,45553,10
141675,2717,3
124982,42842,8
202921,36806,4
85177,15509,1
231245,42897,6
43912,4591,9
9184,13275,8
140367,10968,9
166797,13792,6
152945,53349,7
213683,48057,10
110071,83631,8
276015,19106,2
67297,16847,2
176808,32986,4
109253,64864,7
262394,78886,5
177029,34740,9
103667,79208,6
174164,16986,6
197025,53221,2
201757,51031,4
152851,74355,7
54917,66745,9
1249,67049,8
277211,81098,4
270094,41774,7
244103,51521,9
262338,79110,7
229222,4763,7
71646,10566,5
170306,267,7
212437,84330,5
228335,40070,1
132691,74498,0
251657,84560,0
207017,80287,9
162455,82779,1
121584,35352,3
67238,70782,7
206150,18659,6
203430,57179,7
104864,79431,0
148143,18493,8
262449,24868,1
266942,7715,2
262587,15566,9
255190,28886,1
160827,20472,9
74719,34534,3
276708,24371,1
106377,26939,0
130302,33442,5
126132,84412,3
228987,63045,10
39785,51078,3
71117,17521,1
8246,57532,3
66756,46330,5
8529,12628,0
236803,65579,4
225411,23172,10
196775,18421,2
270814,29311,5
129282,81250,0
7505,83389,6
68889,43411,10
175436,65202,7
100786,64937,8
191931,66302,10
177029,24708,10
122600,35090,7
143873,53785,2
34017,19788,10
119699,43198,9
93825,2403,7
197924,63882,2
171969,77952,5
262609,17270,9
1519,36418,2
145102,16208,4
56899,12906,5
147131,38999,4
265858,33036,8
2783,62482,8
248954,7756,4
222739,48757,10
115726,4387,2
275261,25522,7
241256,81145,2
74707,7568,8
49701,26629,7
245735,27663,2
143188,30170,5
154055,28279,3
248446,20308,7
22592,32854,10
97494,6210,3
100880,25265,8
75064,47548,5
67626,75748,3
95792,56759,1
55898,5939,1
32415,64986,1
273780,62966,9
169823,3447,2
210177,46539,10
106382,4188,4
132590,22184,2
213060,16478,0
72089,21118,7
245626,11382,1
71286,83954,3
92215,74368,7
267769,16233,8
123323,77928,7
3913,45773,1
217202,5171,7
75895,17773,9
126448,24489,10
15715,71774,1
239439,1056,8
278632,20736,3
76116,7031,9
134203,61820,4
170282,80371,5
184910,45344,9
40117,44776,3
6712,34785,4
49949,32802,3
163389,40581,0
90291,39321,1
117278,49700,3
45354,13261,2
109053,18191,0
3930,45297,9
200859,5593,4
69560,35461,10
246992,10843,2
125737,46692,9
65948,6930,2
159762,2526,10
194871,44629,4
52715,73733,9
192910,3293,8
111440,52908,1
67720,15696,7
141357,70989,2
68303,70247,9
208933,44832,6
37442,65710,1
125866,9861,10
230768,47666,8
221200,66590,5
19590,19876,2
270245,41475,8
94190,31109,10
18477,77404,10
260007,31050,5
182524,56138,2
150618,27022,5
28315,46955,0
67892,44389,9
138492,41525,1
20040,62009,4
36912,7229,6
39273,42433,7
151753,17727,6
103361,54318,2
241154,481,6
91262,49745,2
234542,11828,8
86573,2395,9
204531,26960,9
251927,72897,9
56105,34782,1
156731,52212,3
258141,71780,4
11820,82504,3
103556,12706,9
176092,5406,4
1917,42570,7
176383,61224,3
11797,23012,5
46214,78794,9
209285,80610,2
135566,53877,8
207130,75897,1
237342,68468,4
8617,66112,2
153366,2195,6
245248,21923,10
189554,54752,4
76639,28233,6
87424,6269,6
133786,64152,10
58920,34599,5
139754,82193,4
237618,10098,4
238530,38393,6
79022,36904,8
160217,47089,4
229438,74330,8
219187,22377,0
106372,57668,10
101973,9584,4
20837,82218,4
241962,70958,6
133,35689,4
105676,1075,1
40674,31187,3
22511,59872,2
146373,69170,2
99278,22765,5
190253,56928,6
76224,65160,8
50007,44241,10
259988,4688,7
214803,16244,10
27755,28481,0
171195,44081,1
175293,51541,4
86673,71602,4
140607,74144,4
131975,69056,9
183575,14624,1
132294,10938,0
54056,59044,1
36657,48131,8
7453,72193,4
199279,41886,3
61099,65477,0
69403,8097,8
227038,53134,9
121493,39723,5
252687,26230,0
278271,74906,10
79750,51504,2
19602,71600,2
277621,56148,2
83221,6466,10
153297,68845,2
267578,75995,5
258173,50680,1
209337,48450,6
213738,26368,5
185399,24749,0
132740,71559,4
152253,42230,0
67221,5459,7
258154,56913,3
25937,20487,7
19687,27352,5
273779,31219,7
212846,67536,2
236944,82211,9
142450,50202,6
204272,83148,5
107232,52357,9
118475,26599,5
206690,62107,6
12477,45097,10
117684,47420,1
51439,64246,6
126504,10210,1
100849,9749,3
229861,4728,1
146774,69348,6
55108,57586,3
272828,7320,6
110051,23407,7
4590,37849,2
182180,47178,0
70674,16455,1
190918,70388,5
197664,12925,6
41211,64619,6
53801,2133,5
13026,19713,3
267631,28181,10
16642,30567,9
137692,5844,8
114071,67782,7
189206,38069,9
7894,19945,3
110370,62816,9
203244,63403,6
178334,53481,0
257667,31275,4
231649,60580,9
11564,54519,1
236172,78583,6
168879,7115,4
84994,18947,0
49849,912,8
42130,72833,8
4410,16130,9
275041,64068,4
183747,65550,3
82284,67577,8
159182,46848,1
114313,60890,5
241449,870,1
171662,53118,6
167474,33832,3
272686,61214,7
91786,32900,9
122530,51593,4
274695,18787,1
216501,12799,4
242415,41623,10
263873,50466,10
234966,923,8
72541,14971,9
11006,20393,7
1954,52592,7
118693,8132,5
256977,67101,5
190745,22736,9
73407,9948,2
11629,55038,4
164376,2826,5
134381,31482,10
241227,55486,0
222385,22115,9
160569,13065,3
27791,31529,2
237954,3671,2
216429,7661,5
109713,26629,2
176469,32402,3
208523,17216,3
102819,30916,2
117199,41360,2
124840,43735,9
139031,66729,5
235990,30934,8
169576,52805,0
40563,71122,3
209240,11486,1
97106,9572,10
62549,75383,9
97922,63458,1
117521,14341,10
245737,591,5
265713,9516,4
219126,72807,4
85026,76931,0
83072,76854,6
181677,52208,8
235006,71203,9
8461,67988,0
9835,60846,5
116375,57178,6
123815,60788,9
38556,10859,8
156294,12765,6
145170,45619,3
109477,76138,9
86928,28026,7
152375,52549,0
74922,66741,6
233561,77311,6
172681,13961,1
251967,33043,1
219573,38474,1
107995,65866,6
90039,61873,1
63513,80372,3
105911,33893,1
239993,59734,4
257370,25145,5
180117,17390,9
103409,61504,8
53552,22683,7
58745,12877,2
33200,72845,3
34047,17229,7
14736,18541,10
145501,82090,6
262034,34602,10
119375,8720,1
168997,48497,9
232102,22626,9
176253,26455,6
221471,43747,2
83359,19950,3
84500,38398,10
48720,37869,6
153115,47239,5
272230,54805,9
66047,70057,7
120116,36101,6
275370,50475,2
211710,51722,2
210909,3777,8
210024,15474,10
162715,66282,0
82191,53855,8
238748,70786,1
186580,38861,9
207550,43073,9
43966,32745,0
197262,18738,0
132146,50692,1
247021,22251,9
187868,46388,3
47490,58487,3
211171,39147,5
162558,34405,2
76969,65770,0
109101,73351,1
